"Address","Occurrences","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","HTTP Canonical","Indexability","Indexability Status"
"https://eghiseul.ro/servicii/cazier-judiciar-online/iasi/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/cazier-judiciar-online/iasi/","","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/drobeta-turnu-severin/","1","noindex, follow","","","","https://eghiseul.ro/servicii/cazier-judiciar-online/drobeta-turnu-severin/","","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/craiova/","1","noindex, follow","","","","https://eghiseul.ro/servicii/cazier-judiciar-online/craiova/","","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/botosani/","1","noindex, follow","","","","https://eghiseul.ro/servicii/cazier-judiciar-online/botosani/","","Non-Indexable","noindex"
"https://eghiseul.ro/_next/static/chunks/9b23adf40e997c2d.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/medias/","1","noindex, follow","","","","https://eghiseul.ro/servicii/cazier-judiciar-online/medias/","","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/arad/","1","noindex, follow","","","","https://eghiseul.ro/servicii/cazier-judiciar-online/arad/","","Non-Indexable","noindex"
"https://eghiseul.ro/calculator/grad-indatorare/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/grad-indatorare/","","Indexable",""
"https://eghiseul.ro/calculator/zile-concediu-odihna/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/zile-concediu-odihna/","","Indexable",""
"https://eghiseul.ro/calculator/diurna/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/diurna/","","Indexable",""
"https://eghiseul.ro/calculator/concediu-paternal/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/concediu-paternal/","","Indexable",""
"https://eghiseul.ro/calculator/cost-cadastru-intabulare/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/cost-cadastru-intabulare/","","Indexable",""
"https://eghiseul.ro/calculator/zile-lucratoare/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/zile-lucratoare/","","Indexable",""
"https://eghiseul.ro/calculator/calculator-data/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/calculator-data/","","Indexable",""
"https://eghiseul.ro/calculator/dobanda-legala/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/dobanda-legala/","","Indexable",""
"https://eghiseul.ro/calculator/concediu-maternitate/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/concediu-maternitate/","","Indexable",""
"https://eghiseul.ro/calculator/pensie-invaliditate/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/pensie-invaliditate/","","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/deva/","1","noindex, follow","","","","https://eghiseul.ro/servicii/cazier-judiciar-online/deva/","","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/ilfov/","1","noindex, follow","","","","https://eghiseul.ro/servicii/cazier-judiciar-online/ilfov/","","Non-Indexable","noindex"
"https://eghiseul.ro/_next/static/chunks/362268d20bab92de.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/calculator/spor-salarial/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/spor-salarial/","","Indexable",""
"https://eghiseul.ro/calculator/inflatie/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/inflatie/","","Indexable",""
"https://eghiseul.ro/calculator/calculator-indemnizatie-crestere-copil/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/calculator-indemnizatie-crestere-copil/","","Indexable",""
"https://eghiseul.ro/cat-poti-construi-pe-teren/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/cat-poti-construi-pe-teren/","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/3316b15c0866c4f4.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/fe40217e078eb787.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/08dcd9547d848e3f.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/radiere-firma-srl-ghid/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/radiere-firma-srl-ghid/","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/fafd0d2baebcca76.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/14d6c588e2f1286a.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/28e6dde3a9e91a92.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/e01947ec9f0e371a.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/certificat-de-celibat-pentru-casatorie-in-strainatate/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/certificat-de-celibat-pentru-casatorie-in-strainatate/","","Indexable",""
"https://eghiseul.ro/certificat-de-nastere-din-strainatate/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/certificat-de-nastere-din-strainatate/","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/488f0eac569d4cb4.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/calculator/penalitati-anaf/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/penalitati-anaf/","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/95d1fda2c512bd5f.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/bf187e995816e3cc.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/cum-vor-arata-documentele-de-stare-civila-2025/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/cum-vor-arata-documentele-de-stare-civila-2025/","","Indexable",""
"https://eghiseul.ro/calculator/vechime-in-munca/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/vechime-in-munca/","","Indexable",""
"https://eghiseul.ro/model-certificat-de-casatorie/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/model-certificat-de-casatorie/","","Indexable",""
"https://eghiseul.ro/certificat-constatator-de-baza/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/certificat-constatator-de-baza/","","Indexable",""
"https://eghiseul.ro/eliberare-certificat-constatator-onrc-ghid/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/eliberare-certificat-constatator-onrc-ghid/","","Indexable",""
"https://eghiseul.ro/cele-4-tipuri-de-certificat-constatator-online/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/cele-4-tipuri-de-certificat-constatator-online/","","Indexable",""
"https://eghiseul.ro/certificat-constatator-cu-istoric/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/certificat-constatator-cu-istoric/","","Indexable",""
"https://eghiseul.ro/certificat-constatator-pfa/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/certificat-constatator-pfa/","","Indexable",""
"https://eghiseul.ro/rolul-si-atributiile-onrc-romania/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/rolul-si-atributiile-onrc-romania/","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/544debfd42dfa82d.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/certificat-constatator-insolventa/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/certificat-constatator-insolventa/","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/1d0b8aa2855cfee4.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/bucuresti/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/extras-de-carte-funciara/bucuresti/","","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/salaj/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/servicii/extras-de-carte-funciara/salaj/","","Indexable",""
"https://eghiseul.ro/calculator/rambursare-anticipata/","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/calculator/rambursare-anticipata/","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/4f3dd6403008fec5.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Farticole%2Fmodel-certificat-de-casatorie.webp&w=3840&q=75","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/63097d857a5d48f1.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/ffdcad66b222777b.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/3ecb75b703034e86.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/5ddaed7daa2b709e.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/eb43911520c6405b.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/cbf2c042bf7376dd.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/5be8a907228151d9.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/8b7525acf2fe03bd.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/27b9932ab36cec04.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/5f65aec58a2c3092.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/7eec2be971914e45.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/5bb8d5666f40805d.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/df759b31b89bcfb6.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/65d5d14899535165.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/a7629f246ee8419d.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Farticole%2Facte-necesare-certificat-de-nastere.webp&w=3840&q=75","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Farticole%2Fschimbare-certificat-de-nastere-vechi.webp&w=3840&q=75","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Farticole%2Fcertificat-de-nastere-pierdut.webp&w=3840&q=75","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Farticole%2Fduplicat-certificat-de-nastere.webp&w=3840&q=75","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/fd520a155b5557e2.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/b982681752707b92.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Farticole%2Ftranscriere-certificat-de-nastere.webp&w=3840&q=75","0","","","","","","","Indexable",""
"https://eghiseul.ro/embed/ancpi/","1","noindex","","","300","","","Non-Indexable","noindex"
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Farticole%2Fcertificat-de-celibat.webp&w=3840&q=75","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Farticole%2Fancpi-informare-oficiala-iulie-2026.webp&w=3840&q=75","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/7213b96644f4bfa3.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Farticole%2Fsms-fals-amenda-site-fals.webp&w=3840&q=75","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/9f01a629bd63a5c2.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/fb9d80d1294de5e9.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/48b78e95cf1a5717.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/3386cb3fd32763d7.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/static/chunks/363a556eb517555b.js?dpl=dpl_67tH8DnrrsjBhYi55ERePfEYAbMi","0","","","","","","","Indexable",""
"https://eghiseul.ro/_next/image/?url=%2Fimages%2Farticole%2Finregistrare-nastere-copil-nou-nascut.webp&w=3840&q=75","0","","","","","","","Indexable",""
"https://eghiseul.ro/ancpi-nu-functioneaza/?utm_source=embed&utm_medium=widget&utm_campaign=ancpi-status","2","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","https://eghiseul.ro/ancpi-nu-functioneaza/","","Non-Indexable","Canonicalised"
