jaccard,a,b,classA,classB
0.658,/servicii/cazier-judiciar-online/bistrita,/servicii/cazier-judiciar-online/iasi,location: cazier oraș,location: cazier oraș
0.658,/servicii/cazier-judiciar-online/braila,/servicii/cazier-judiciar-online/iasi,location: cazier oraș,location: cazier oraș
0.658,/servicii/cazier-judiciar-online/iasi,/servicii/cazier-judiciar-online/suceava,location: cazier oraș,location: cazier oraș
0.6578,/servicii/cazier-judiciar-online/botosani,/servicii/cazier-judiciar-online/constanta,location: cazier oraș,location: cazier oraș
0.6578,/servicii/cazier-judiciar-online/buzau,/servicii/cazier-judiciar-online/piatra-neamt,location: cazier oraș,location: cazier oraș
0.6578,/servicii/cazier-judiciar-online/iasi,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6578,/servicii/cazier-judiciar-online/ramnicu-valcea,/servicii/cazier-judiciar-online/satu-mare,location: cazier oraș,location: cazier oraș
0.6577,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/drobeta-turnu-severin,location: cazier oraș,location: cazier oraș
0.6577,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6576,/servicii/cazier-judiciar-online/arad,/servicii/cazier-judiciar-online/targu-mures,location: cazier oraș,location: cazier oraș
0.6576,/servicii/cazier-judiciar-online/craiova,/servicii/cazier-judiciar-online/iasi,location: cazier oraș,location: cazier oraș
0.6576,/servicii/cazier-judiciar-online/galati,/servicii/cazier-judiciar-online/piatra-neamt,location: cazier oraș,location: cazier oraș
0.6576,/servicii/cazier-judiciar-online/iasi,/servicii/cazier-judiciar-online/ploiesti,location: cazier oraș,location: cazier oraș
0.6576,/servicii/cazier-judiciar-online/piatra-neamt,/servicii/cazier-judiciar-online/ploiesti,location: cazier oraș,location: cazier oraș
0.6575,/servicii/cazier-judiciar-online/deva,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6574,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/iasi,location: cazier oraș,location: cazier oraș
0.6574,/servicii/cazier-judiciar-online/miercurea-ciuc,/servicii/cazier-judiciar-online/satu-mare,location: cazier oraș,location: cazier oraș
0.6574,/servicii/cazier-judiciar-online/suceava,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6572,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/giurgiu,location: cazier oraș,location: cazier oraș
0.6572,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/slobozia,location: cazier oraș,location: cazier oraș
0.6572,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6572,/servicii/cazier-judiciar-online/ploiesti,/servicii/cazier-judiciar-online/satu-mare,location: cazier oraș,location: cazier oraș
0.6571,/servicii/cazier-judiciar-online/ilfov,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.657,/servicii/cazier-judiciar-online/arad,/servicii/cazier-judiciar-online/oradea,location: cazier oraș,location: cazier oraș
0.657,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/satu-mare,location: cazier oraș,location: cazier oraș
0.657,/servicii/cazier-judiciar-online/cluj-napoca,/servicii/cazier-judiciar-online/iasi,location: cazier oraș,location: cazier oraș
0.657,/servicii/cazier-judiciar-online/cluj-napoca,/servicii/cazier-judiciar-online/piatra-neamt,location: cazier oraș,location: cazier oraș
0.657,/servicii/cazier-judiciar-online/piatra-neamt,/servicii/cazier-judiciar-online/suceava,location: cazier oraș,location: cazier oraș
0.6568,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/ilfov,location: cazier oraș,location: cazier oraș
0.6568,/servicii/cazier-judiciar-online/botosani,/servicii/cazier-judiciar-online/brasov,location: cazier oraș,location: cazier oraș
0.6566,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/galati,location: cazier oraș,location: cazier oraș
0.6566,/servicii/cazier-judiciar-online/piatra-neamt,/servicii/cazier-judiciar-online/sfantu-gheorghe,location: cazier oraș,location: cazier oraș
0.6566,/servicii/cazier-judiciar-online/satu-mare,/servicii/cazier-judiciar-online/suceava,location: cazier oraș,location: cazier oraș
0.6565,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/resita,location: cazier oraș,location: cazier oraș
0.6565,/servicii/cazier-judiciar-online/ramnicu-valcea,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6564,/servicii/cazier-judiciar-online/baia-mare,/servicii/cazier-judiciar-online/targu-jiu,location: cazier oraș,location: cazier oraș
0.6564,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/targoviste,location: cazier oraș,location: cazier oraș
0.6563,/servicii/cazier-judiciar-online/bistrita,/servicii/cazier-judiciar-online/constanta,location: cazier oraș,location: cazier oraș
0.6563,/servicii/cazier-judiciar-online/cluj-napoca,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6562,/servicii/cazier-judiciar-online/iasi,/servicii/cazier-judiciar-online/ramnicu-valcea,location: cazier oraș,location: cazier oraș
0.6558,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6558,/servicii/cazier-judiciar-online/buzau,/servicii/cazier-judiciar-online/iasi,location: cazier oraș,location: cazier oraș
0.6558,/servicii/cazier-judiciar-online/iasi,/servicii/cazier-judiciar-online/miercurea-ciuc,location: cazier oraș,location: cazier oraș
0.6557,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/slatina,location: cazier oraș,location: cazier oraș
0.6555,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/iasi,location: cazier oraș,location: cazier oraș
0.6555,/servicii/cazier-judiciar-online/baia-mare,/servicii/cazier-judiciar-online/drobeta-turnu-severin,location: cazier oraș,location: cazier oraș
0.6555,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/vaslui,location: cazier oraș,location: cazier oraș
0.6555,/servicii/cazier-judiciar-online/timisoara,/servicii/cazier-judiciar-online/tulcea,location: cazier oraș,location: cazier oraș
0.6554,/servicii/cazier-judiciar-online/braila,/servicii/cazier-judiciar-online/constanta,location: cazier oraș,location: cazier oraș
0.6554,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/targoviste,location: cazier oraș,location: cazier oraș
0.6554,/servicii/cazier-judiciar-online/buzau,/servicii/cazier-judiciar-online/satu-mare,location: cazier oraș,location: cazier oraș
0.6553,/servicii/cazier-judiciar-online/arad,/servicii/cazier-judiciar-online/drobeta-turnu-severin,location: cazier oraș,location: cazier oraș
0.6552,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/pitesti,location: cazier oraș,location: cazier oraș
0.6552,/servicii/cazier-judiciar-online/arad,/servicii/cazier-judiciar-online/targu-jiu,location: cazier oraș,location: cazier oraș
0.6552,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6552,/servicii/cazier-judiciar-online/piatra-neamt,/servicii/cazier-judiciar-online/pitesti,location: cazier oraș,location: cazier oraș
0.655,/servicii/cazier-judiciar-online/oradea,/servicii/cazier-judiciar-online/targu-mures,location: cazier oraș,location: cazier oraș
0.6549,/servicii/cazier-judiciar-online/drobeta-turnu-severin,/servicii/cazier-judiciar-online/targu-jiu,location: cazier oraș,location: cazier oraș
0.6548,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/buzau,location: cazier oraș,location: cazier oraș
0.6548,/servicii/cazier-judiciar-online/arad,/servicii/cazier-judiciar-online/baia-mare,location: cazier oraș,location: cazier oraș
0.6548,/servicii/cazier-judiciar-online/iasi,/servicii/cazier-judiciar-online/ilfov,location: cazier oraș,location: cazier oraș
0.6547,/servicii/cazier-judiciar-online/oradea,/servicii/cazier-judiciar-online/targu-jiu,location: cazier oraș,location: cazier oraș
0.6546,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/craiova,location: cazier oraș,location: cazier oraș
0.6546,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/focsani,location: cazier oraș,location: cazier oraș
0.6546,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/ramnicu-valcea,location: cazier oraș,location: cazier oraș
0.6545,/servicii/cazier-judiciar-online/bucuresti,/servicii/cazier-judiciar-online/lugoj,location: cazier oraș,location: cazier oraș
0.6544,/servicii/cazier-judiciar-online/arad,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6542,/servicii/cazier-judiciar-online/alexandria,/servicii/cazier-judiciar-online/brasov,location: cazier oraș,location: cazier oraș
0.6542,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/ilfov,location: cazier oraș,location: cazier oraș
0.6542,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/miercurea-ciuc,location: cazier oraș,location: cazier oraș
0.6542,/servicii/cazier-judiciar-online/piatra-neamt,/servicii/cazier-judiciar-online/tulcea,location: cazier oraș,location: cazier oraș
0.6542,/servicii/cazier-judiciar-online/satu-mare,/servicii/cazier-judiciar-online/sfantu-gheorghe,location: cazier oraș,location: cazier oraș
0.654,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/cluj-napoca,location: cazier oraș,location: cazier oraș
0.654,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/ploiesti,location: cazier oraș,location: cazier oraș
0.6539,/servicii/cazier-judiciar-online/craiova,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6538,/servicii/cazier-judiciar-online/satu-mare,/servicii/cazier-judiciar-online/tulcea,location: cazier oraș,location: cazier oraș
0.6536,/servicii/cazier-judiciar-online/cluj-napoca,/servicii/cazier-judiciar-online/satu-mare,location: cazier oraș,location: cazier oraș
0.6536,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/pitesti,location: cazier oraș,location: cazier oraș
0.6536,/servicii/cazier-judiciar-online/craiova,/servicii/cazier-judiciar-online/piatra-neamt,location: cazier oraș,location: cazier oraș
0.6535,/servicii/cazier-judiciar-online/pitesti,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6534,/servicii/cazier-judiciar-online/bistrita,/servicii/cazier-judiciar-online/brasov,location: cazier oraș,location: cazier oraș
0.6534,/servicii/cazier-judiciar-online/cluj-napoca,/servicii/cazier-judiciar-online/constanta,location: cazier oraș,location: cazier oraș
0.6533,/servicii/cazier-judiciar-online/iasi,/servicii/cazier-judiciar-online/pitesti,location: cazier oraș,location: cazier oraș
0.6532,/servicii/cazier-judiciar-online/barlad,/servicii/cazier-judiciar-online/bucuresti,location: cazier oraș,location: cazier oraș
0.6532,/servicii/cazier-judiciar-online/bucuresti,/servicii/cazier-judiciar-online/medias,location: cazier oraș,location: cazier oraș
0.6532,/servicii/cazier-judiciar-online/craiova,/servicii/cazier-judiciar-online/satu-mare,location: cazier oraș,location: cazier oraș
0.6531,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/targu-mures,location: cazier oraș,location: cazier oraș
0.653,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/galati,location: cazier oraș,location: cazier oraș
0.653,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/ploiesti,location: cazier oraș,location: cazier oraș
0.6529,/servicii/cazier-judiciar-online/pitesti,/servicii/cazier-judiciar-online/satu-mare,location: cazier oraș,location: cazier oraș
0.6529,/servicii/cazier-judiciar-online/sfantu-gheorghe,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6528,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/constanta,location: cazier oraș,location: cazier oraș
0.6527,/servicii/cazier-judiciar-online/drobeta-turnu-severin,/servicii/cazier-judiciar-online/oradea,location: cazier oraș,location: cazier oraș
0.6527,/servicii/cazier-judiciar-online/iasi,/servicii/cazier-judiciar-online/sfantu-gheorghe,location: cazier oraș,location: cazier oraș
0.6526,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/resita,location: cazier oraș,location: cazier oraș
0.6526,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/deva,location: cazier oraș,location: cazier oraș
0.6523,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/baia-mare,location: cazier oraș,location: cazier oraș
0.6523,/servicii/cazier-judiciar-online/iasi,/servicii/cazier-judiciar-online/tulcea,location: cazier oraș,location: cazier oraș
0.6521,/servicii/cazier-judiciar-online/arad,/servicii/cazier-judiciar-online/iasi,location: cazier oraș,location: cazier oraș
0.652,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/craiova,location: cazier oraș,location: cazier oraș
0.6518,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/slatina,location: cazier oraș,location: cazier oraș
0.6516,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/vaslui,location: cazier oraș,location: cazier oraș
0.6515,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/suceava,location: cazier oraș,location: cazier oraș
0.6515,/servicii/cazier-judiciar-online/bucuresti,/servicii/cazier-judiciar-online/onesti,location: cazier oraș,location: cazier oraș
0.6513,/servicii/cazier-judiciar-online/baia-mare,/servicii/cazier-judiciar-online/iasi,location: cazier oraș,location: cazier oraș
0.6513,/servicii/cazier-judiciar-online/baia-mare,/servicii/cazier-judiciar-online/piatra-neamt,location: cazier oraș,location: cazier oraș
0.6512,/servicii/cazier-judiciar-online/bucuresti,/servicii/cazier-judiciar-online/turda,location: cazier oraș,location: cazier oraș
0.6512,/servicii/cazier-judiciar-online/buzau,/servicii/cazier-judiciar-online/constanta,location: cazier oraș,location: cazier oraș
0.6511,/servicii/cazier-judiciar-online/arad,/servicii/cazier-judiciar-online/piatra-neamt,location: cazier oraș,location: cazier oraș
0.6511,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/craiova,location: cazier oraș,location: cazier oraș
0.6511,/servicii/cazier-judiciar-online/giurgiu,/servicii/cazier-judiciar-online/lugoj,location: cazier oraș,location: cazier oraș
0.6511,/servicii/cazier-judiciar-online/iasi,/servicii/cazier-judiciar-online/targu-mures,location: cazier oraș,location: cazier oraș
0.6511,/servicii/cazier-judiciar-online/piatra-neamt,/servicii/cazier-judiciar-online/targu-mures,location: cazier oraș,location: cazier oraș
0.6509,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/brasov,location: cazier oraș,location: cazier oraș
0.6509,/servicii/cazier-judiciar-online/lugoj,/servicii/cazier-judiciar-online/piatra-neamt,location: cazier oraș,location: cazier oraș
0.6508,/servicii/cazier-judiciar-online/bucuresti,/servicii/cazier-judiciar-online/sebes,location: cazier oraș,location: cazier oraș
0.6507,/servicii/cazier-judiciar-online/arad,/servicii/cazier-judiciar-online/satu-mare,location: cazier oraș,location: cazier oraș
0.6507,/servicii/cazier-judiciar-online/drobeta-turnu-severin,/servicii/cazier-judiciar-online/piatra-neamt,location: cazier oraș,location: cazier oraș
0.6507,/servicii/cazier-judiciar-online/piatra-neamt,/servicii/cazier-judiciar-online/targu-jiu,location: cazier oraș,location: cazier oraș
0.6506,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/tulcea,location: cazier oraș,location: cazier oraș
0.6504,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/suceava,location: cazier oraș,location: cazier oraș
0.6503,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/buzau,location: cazier oraș,location: cazier oraș
0.6502,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6501,/servicii/cazier-judiciar-online/lugoj,/servicii/cazier-judiciar-online/slobozia,location: cazier oraș,location: cazier oraș
0.6499,/servicii/cazier-judiciar-online/barlad,/servicii/cazier-judiciar-online/giurgiu,location: cazier oraș,location: cazier oraș
0.6499,/servicii/cazier-judiciar-online/giurgiu,/servicii/cazier-judiciar-online/medias,location: cazier oraș,location: cazier oraș
0.6499,/servicii/cazier-judiciar-online/iasi,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6499,/servicii/cazier-judiciar-online/onesti,/servicii/cazier-judiciar-online/slatina,location: cazier oraș,location: cazier oraș
0.6497,/servicii/cazier-judiciar-online/barlad,/servicii/cazier-judiciar-online/piatra-neamt,location: cazier oraș,location: cazier oraș
0.6497,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/tulcea,location: cazier oraș,location: cazier oraș
0.6496,/servicii/cazier-judiciar-online/iasi,/servicii/cazier-judiciar-online/oradea,location: cazier oraș,location: cazier oraș
0.6495,/servicii/cazier-judiciar-online/braila,/servicii/cazier-judiciar-online/brasov,location: cazier oraș,location: cazier oraș
0.6495,/servicii/cazier-judiciar-online/lugoj,/servicii/cazier-judiciar-online/satu-mare,location: cazier oraș,location: cazier oraș
0.6494,/servicii/cazier-judiciar-online/targu-mures,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6493,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/miercurea-ciuc,location: cazier oraș,location: cazier oraș
0.6492,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/zalau,location: cazier oraș,location: cazier oraș
0.6492,/servicii/cazier-judiciar-online/cluj-napoca,/servicii/cazier-judiciar-online/medias,location: cazier oraș,location: cazier oraș
0.649,/servicii/cazier-judiciar-online/targu-jiu,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6488,/servicii/cazier-judiciar-online/barlad,/servicii/cazier-judiciar-online/slobozia,location: cazier oraș,location: cazier oraș
0.6488,/servicii/cazier-judiciar-online/iasi,/servicii/cazier-judiciar-online/targu-jiu,location: cazier oraș,location: cazier oraș
0.6488,/servicii/cazier-judiciar-online/medias,/servicii/cazier-judiciar-online/slobozia,location: cazier oraș,location: cazier oraș
0.6488,/servicii/cazier-judiciar-online/oradea,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6487,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/deva,location: cazier oraș,location: cazier oraș
0.6487,/servicii/cazier-judiciar-online/piatra-neamt,/servicii/cazier-judiciar-online/turda,location: cazier oraș,location: cazier oraș
0.6487,/servicii/cazier-judiciar-online/satu-mare,/servicii/cazier-judiciar-online/targu-mures,location: cazier oraș,location: cazier oraș
0.6486,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/oradea,location: cazier oraș,location: cazier oraș
0.6486,/servicii/cazier-judiciar-online/baia-mare,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6485,/servicii/cazier-judiciar-online/oradea,/servicii/cazier-judiciar-online/piatra-neamt,location: cazier oraș,location: cazier oraș
0.6484,/servicii/cazier-judiciar-online/drobeta-turnu-severin,/servicii/cazier-judiciar-online/satu-mare,location: cazier oraș,location: cazier oraș
0.6484,/servicii/cazier-judiciar-online/focsani,/servicii/cazier-judiciar-online/lugoj,location: cazier oraș,location: cazier oraș
0.6484,/servicii/cazier-judiciar-online/satu-mare,/servicii/cazier-judiciar-online/targu-jiu,location: cazier oraș,location: cazier oraș
0.6482,/servicii/cazier-judiciar-online/giurgiu,/servicii/cazier-judiciar-online/onesti,location: cazier oraș,location: cazier oraș
0.6482,/servicii/cazier-judiciar-online/oradea,/servicii/cazier-judiciar-online/satu-mare,location: cazier oraș,location: cazier oraș
0.6481,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/galati,location: cazier oraș,location: cazier oraș
0.6481,/servicii/cazier-judiciar-online/lugoj,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.648,/servicii/cazier-judiciar-online/alexandria,/servicii/cazier-judiciar-online/lugoj,location: cazier oraș,location: cazier oraș
0.648,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/sfantu-gheorghe,location: cazier oraș,location: cazier oraș
0.6478,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/targu-jiu,location: cazier oraș,location: cazier oraș
0.6478,/servicii/cazier-judiciar-online/giurgiu,/servicii/cazier-judiciar-online/turda,location: cazier oraș,location: cazier oraș
0.6478,/servicii/cazier-judiciar-online/piatra-neamt,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6477,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/ramnicu-valcea,location: cazier oraș,location: cazier oraș
0.6475,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/targu-mures,location: cazier oraș,location: cazier oraș
0.6475,/servicii/cazier-judiciar-online/satu-mare,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6474,/servicii/cazier-judiciar-online/giurgiu,/servicii/cazier-judiciar-online/sebes,location: cazier oraș,location: cazier oraș
0.6473,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6472,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/arad,location: cazier oraș,location: cazier oraș
0.6472,/servicii/cazier-judiciar-online/barlad,/servicii/cazier-judiciar-online/focsani,location: cazier oraș,location: cazier oraș
0.6472,/servicii/cazier-judiciar-online/bistrita,/servicii/cazier-judiciar-online/lugoj,location: cazier oraș,location: cazier oraș
0.6472,/servicii/cazier-judiciar-online/focsani,/servicii/cazier-judiciar-online/medias,location: cazier oraș,location: cazier oraș
0.6472,/servicii/cazier-judiciar-online/onesti,/servicii/cazier-judiciar-online/slobozia,location: cazier oraș,location: cazier oraș
0.6471,/servicii/cazier-judiciar-online/drobeta-turnu-severin,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6469,/servicii/cazier-judiciar-online/barlad,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6468,/servicii/cazier-judiciar-online/alexandria,/servicii/cazier-judiciar-online/barlad,location: cazier oraș,location: cazier oraș
0.6468,/servicii/cazier-judiciar-online/alexandria,/servicii/cazier-judiciar-online/medias,location: cazier oraș,location: cazier oraș
0.6468,/servicii/cazier-judiciar-online/drobeta-turnu-severin,/servicii/cazier-judiciar-online/iasi,location: cazier oraș,location: cazier oraș
0.6468,/servicii/cazier-judiciar-online/slobozia,/servicii/cazier-judiciar-online/turda,location: cazier oraș,location: cazier oraș
0.6465,/servicii/cazier-judiciar-online/arad,/servicii/cazier-judiciar-online/constanta,location: cazier oraș,location: cazier oraș
0.6464,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/ilfov,location: cazier oraș,location: cazier oraș
0.6464,/servicii/cazier-judiciar-online/lugoj,/servicii/cazier-judiciar-online/resita,location: cazier oraș,location: cazier oraș
0.6464,/servicii/cazier-judiciar-online/sebes,/servicii/cazier-judiciar-online/slobozia,location: cazier oraș,location: cazier oraș
0.6463,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/sebes,location: cazier oraș,location: cazier oraș
0.646,/servicii/cazier-judiciar-online/barlad,/servicii/cazier-judiciar-online/bistrita,location: cazier oraș,location: cazier oraș
0.646,/servicii/cazier-judiciar-online/bistrita,/servicii/cazier-judiciar-online/medias,location: cazier oraș,location: cazier oraș
0.6458,/servicii/cazier-judiciar-online/calarasi,/servicii/cazier-judiciar-online/lugoj,location: cazier oraș,location: cazier oraș
0.6457,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/lugoj,location: cazier oraș,location: cazier oraș
0.6457,/servicii/cazier-judiciar-online/galati,/servicii/cazier-judiciar-online/medias,location: cazier oraș,location: cazier oraș
0.6457,/servicii/cazier-judiciar-online/iasi,/servicii/cazier-judiciar-online/piatra-neamt,location: cazier oraș,location: cazier oraș
0.6456,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/cluj-napoca,location: cazier oraș,location: cazier oraș
0.6456,/servicii/cazier-judiciar-online/lugoj,/servicii/cazier-judiciar-online/slatina,location: cazier oraș,location: cazier oraș
0.6455,/servicii/cazier-judiciar-online/focsani,/servicii/cazier-judiciar-online/onesti,location: cazier oraș,location: cazier oraș
0.6454,/servicii/cazier-judiciar-online/lugoj,/servicii/cazier-judiciar-online/vaslui,location: cazier oraș,location: cazier oraș
0.6454,/servicii/cazier-judiciar-online/medias,/servicii/cazier-judiciar-online/slatina,location: cazier oraș,location: cazier oraș
0.6453,/servicii/cazier-judiciar-online/iasi,/servicii/cazier-judiciar-online/satu-mare,location: cazier oraș,location: cazier oraș
0.6452,/servicii/cazier-judiciar-online/barlad,/servicii/cazier-judiciar-online/resita,location: cazier oraș,location: cazier oraș
0.6452,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/sfantu-gheorghe,location: cazier oraș,location: cazier oraș
0.6452,/servicii/cazier-judiciar-online/constanta,/servicii/cazier-judiciar-online/drobeta-turnu-severin,location: cazier oraș,location: cazier oraș
0.6452,/servicii/cazier-judiciar-online/focsani,/servicii/cazier-judiciar-online/turda,location: cazier oraș,location: cazier oraș
0.6452,/servicii/cazier-judiciar-online/medias,/servicii/cazier-judiciar-online/resita,location: cazier oraș,location: cazier oraș
0.6452,/servicii/cazier-judiciar-online/onesti,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6451,/servicii/cazier-judiciar-online/alexandria,/servicii/cazier-judiciar-online/onesti,location: cazier oraș,location: cazier oraș
0.6449,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/timisoara,location: cazier oraș,location: cazier oraș
0.6449,/servicii/cazier-judiciar-online/sibiu,/servicii/cazier-judiciar-online/turda,location: cazier oraș,location: cazier oraș
0.6448,/servicii/cazier-judiciar-online/alexandria,/servicii/cazier-judiciar-online/turda,location: cazier oraș,location: cazier oraș
0.6448,/servicii/cazier-judiciar-online/brasov,/servicii/cazier-judiciar-online/pitesti,location: cazier oraș,location: cazier oraș
0.6448,/servicii/cazier-judiciar-online/focsani,/servicii/cazier-judiciar-online/sebes,location: cazier oraș,location: cazier oraș
0.6447,/servicii/cazier-judiciar-online/craiova,/servicii/cazier-judiciar-online/medias,location: cazier oraș,location: cazier oraș
0.6446,/servicii/cazier-judiciar-online/alba-iulia,/servicii/cazier-judiciar-online/piatra-neamt,location: cazier oraș,location: cazier oraș
0.6446,/servicii/cazier-judiciar-online/barlad,/servicii/cazier-judiciar-online/calarasi,location: cazier oraș,location: cazier oraș
0.6446,/servicii/cazier-judiciar-online/botosani,/servicii/cazier-judiciar-online/lugoj,location: cazier oraș,location: cazier oraș
0.6446,/servicii/cazier-judiciar-online/calarasi,/servicii/cazier-judiciar-online/medias,location: cazier oraș,location: cazier oraș
0.6445,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/barlad,location: cazier oraș,location: cazier oraș
0.6445,/servicii/cazier-judiciar-online/bacau,/servicii/cazier-judiciar-online/medias,location: cazier oraș,location: cazier oraș
0.6445,/servicii/cazier-judiciar-online/sebes,/servicii/cazier-judiciar-online/sibiu,location: cazier oraș,location: cazier oraș
0.6444,/servicii/cazier-judiciar-online/alexandria,/servicii/cazier-judiciar-online/sebes,location: cazier oraș,location: cazier oraș
