route,class,inSitemap,words,bodyWords,titleLen,descLen,ldTypes,firstCommit,dateSource,datePublishedDeclared,lastCommit,commits,indexable,title
/servicii/eliberare-certificat-de-casatorie,service page,true,2670,3025,75,155,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-14,page.tsx add,2026-06-14,2026-09-01,26,,Certificat de Căsătorie Online — Duplicat de la Starea Civilă | eGhiseul.ro
/servicii/eliberare-certificat-de-celibat,service page,true,2428,2783,79,177,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-14,page.tsx add,2026-06-14,2026-07-28,19,,"Certificat de Celibat Online România — Rapid, de la Starea Civilă | eGhiseul.ro"
/servicii/eliberare-certificat-de-nastere,service page,true,2973,3328,73,153,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-14,page.tsx add,2026-06-14,2026-09-01,30,,Certificat de Naștere Online — Duplicat de la Starea Civilă | eGhiseul.ro
/servicii/extras-cf-colectiv,service page,true,2316,2671,68,215,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-25,page.tsx add,2026-06-25,2026-08-05,5,,Extras de Carte Funciară Colectivă (Bloc / Condominiu) | eGhiseul.ro
/servicii/extras-de-carte-funciara,service page,true,3777,4132,70,178,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-13,page.tsx add,2026-06-13,2026-07-28,37,,"Extras Carte Funciară Online în 5 Minute — Automat, 24/7 | eGhiseul.ro"
/servicii/extras-de-carte-funciara/alba,location: CF județ,true,747,1102,78,156,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Alba — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/arad,location: CF județ,true,747,1102,78,156,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Arad — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/arges,location: CF județ,true,924,1279,79,158,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Argeș — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/bacau,location: CF județ,true,737,1092,79,158,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Bacău — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/bihor,location: CF județ,true,937,1292,79,158,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Bihor — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/bistrita-nasaud,location: CF județ,true,736,1091,89,178,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Bistrița-Năsăud — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/botosani,location: CF județ,true,735,1090,82,164,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Botoșani — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/braila,location: CF județ,true,735,1090,80,160,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Brăila — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/brasov,location: CF județ,true,961,1316,80,160,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Brașov — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/bucuresti,location: CF județ,true,930,1285,83,166,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online București — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/buzau,location: CF județ,true,745,1100,79,158,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Buzău — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/calarasi,location: CF județ,true,744,1099,82,164,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Călărași — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/caras-severin,location: CF județ,true,746,1101,87,174,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Caraș-Severin — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/cluj,location: CF județ,true,944,1299,78,156,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Cluj — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/constanta,location: CF județ,true,954,1309,83,166,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Constanța — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/covasna,location: CF județ,true,748,1103,81,162,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Covasna — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/dambovita,location: CF județ,true,747,1102,83,166,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Dâmbovița — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/dolj,location: CF județ,true,929,1284,78,156,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Dolj — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/galati,location: CF județ,true,935,1290,80,160,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Galați — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/giurgiu,location: CF județ,true,742,1097,81,162,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Giurgiu — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/gorj,location: CF județ,true,736,1091,78,156,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Gorj — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/harghita,location: CF județ,true,737,1092,82,164,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Harghita — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/hunedoara,location: CF județ,true,740,1095,83,166,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Hunedoara — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/ialomita,location: CF județ,true,741,1096,82,164,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Ialomița — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/iasi,location: CF județ,true,951,1306,78,156,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Iași — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/ilfov,location: CF județ,true,919,1274,79,158,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Ilfov — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/maramures,location: CF județ,true,737,1092,83,166,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Maramureș — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/mehedinti,location: CF județ,true,743,1098,83,166,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Mehedinți — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/mures,location: CF județ,true,946,1301,79,158,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Mureș — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/neamt,location: CF județ,true,738,1093,79,158,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Neamț — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/olt,location: CF județ,true,742,1097,77,154,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Olt — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/prahova,location: CF județ,true,915,1270,81,162,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Prahova — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/salaj,location: CF județ,true,742,1097,79,158,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Sălaj — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/satu-mare,location: CF județ,true,764,1119,83,166,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Satu Mare — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/sibiu,location: CF județ,true,950,1305,79,158,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Sibiu — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/suceava,location: CF județ,true,944,1299,81,162,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Suceava — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/teleorman,location: CF județ,true,734,1089,83,166,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Teleorman — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/timis,location: CF județ,true,938,1293,79,158,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Timiș — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/tulcea,location: CF județ,true,736,1091,80,160,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Tulcea — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/valcea,location: CF județ,true,741,1096,80,160,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Vâlcea — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/vaslui,location: CF județ,true,735,1090,80,160,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Vaslui — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-de-carte-funciara/vrancea,location: CF județ,true,746,1101,81,162,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|City|Offer|FAQPage|Question|Answer,2026-06-22,data-entry (cities.ts/ocpi.ts),,,,,"Extras de Carte Funciară Online Vrancea — 89 RON, Fără Drum la OCPI | eGhiseul.ro"
/servicii/extras-multilingv-certificat-casatorie,service page,true,2458,2813,88,179,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-22,page.tsx add,2026-06-25,2026-07-28,7,,"Extras Multilingv Certificat de Căsătorie 2026 — pentru UE, Fără Traducere | eGhiseul.ro"
/servicii/extras-multilingv-certificat-nastere,service page,true,2450,2805,86,177,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-22,page.tsx add,2026-06-25,2026-07-28,7,,"Extras Multilingv Certificat de Naștere 2026 — pentru UE, Fără Traducere | eGhiseul.ro"
/servicii/extras-plan-cadastral,service page,true,2189,2544,60,190,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-16,page.tsx add,2026-06-16,2026-07-28,15,,Extras de Plan Cadastral pe Ortofotoplan ANCPI | eGhiseul.ro
/servicii/identificare-imobil,service page,true,2262,2617,68,147,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-16,page.tsx add,2026-06-16,2026-08-05,17,,Număr Cadastral după Adresă — Îl Aflăm Noi | Extras CF | eGhiseul.ro
/servicii/identificare-imobile-proprietar,service page,true,2329,2684,68,192,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-25,page.tsx add,2026-06-25,2026-08-05,5,,Identificare Imobile după Proprietar — Lista Bunurilor | eGhiseul.ro
/servicii/plan-amplasament-delimitare,service page,true,2282,2637,69,253,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Offer|Product|Brand|AggregateOffer|MerchantReturnPolicy|OfferShippingDetails|MonetaryAmount|DefinedRegion|AggregateRating|WebPage|Person|FAQPage|Question|Answer,2026-06-25,page.tsx add,2026-06-25,2026-08-05,6,,Plan de Amplasament și Delimitare (PAD) din Arhiva OCPI | eGhiseul.ro
/servicii/rovinieta-online,service page,true,759,1104,69,177,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Service|Country|Product|Brand|AggregateRating|FAQPage|Question|Answer,2026-06-22,page.tsx add,,2026-08-07,8,,Rovinieta Online 2026 — Cumpără și Plătește în 2 Minute | eGhiseul.ro
/sms-fals-amenda-ghiseul-ro,article/guide,true,1008,1353,97,232,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Article|WebPage|FAQPage|Question|Answer,2026-07-15,page.tsx add,2026-07-15,2026-08-28,2,,SMS Fals cu Amendă de la „Ministerul Transporturilor”: frauda care imită Ghișeul.ro | eGhiseul.ro
/suspendare-activitate-firma-ghid,article/guide,true,717,1062,90,168,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Article|WebPage|FAQPage|Question|Answer,2026-07-31,page.tsx add,2026-07-31,2026-08-07,3,,"Suspendarea activității firmei: procedură, acte și ce obligații rămân (2026) | eGhiseul.ro"
/tabel-varsta-pensionare-anticipata-femei,article/guide,true,2535,2880,67,200,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Article|WebPage|FAQPage|Question|Answer,2026-06-16,page.tsx add,2024-01-01,2026-07-26,4,,Tabel Vârstă Pensionare Anticipată Femei (actualizat) | eGhiseul.ro
/taxa-cazier-judiciar,article/guide,true,847,1192,78,162,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Article|WebPage|FAQPage|Question|Answer,2026-06-16,page.tsx add,2024-01-01,2026-08-24,7,,Taxa pentru cazier judiciar: cât e de fapt și ce plătești online | eGhiseul.ro
/termeni-si-conditii,legal/trust,true,1668,2013,33,182,BreadcrumbList|ListItem,2026-06-16,page.tsx add,,2026-07-15,9,,Termeni și Condiții | eGhiseul.ro
/tools,hub/index,true,147,492,55,150,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|CollectionPage,2026-06-22,page.tsx add,,2026-06-23,3,,Instrumente Online Gratuite — eGhișeul.ro | eGhiseul.ro
/tools/verificare-rovinieta-online,calculator/tool,true,871,1216,63,168,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|WebApplication|Offer|WebPage|FAQPage|Question|Answer,2026-06-14,page.tsx add,,2026-08-07,11,,"Verificare Rovinietă Online — Gratuit, După Număr | eGhiseul.ro"
/totul-despre-cartea-funciara-colectiva,article/guide,true,988,1333,82,191,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Article|WebPage|FAQPage|Question|Answer,2026-06-16,page.tsx add,2024-01-01,2026-08-24,7,,"Cartea funciară colectivă: ce este, ce conține și cum obții extrasul | eGhiseul.ro"
/transcriere-certificat-de-casatorie,article/guide,true,711,1056,79,143,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Article|WebPage|FAQPage|Question|Answer,2026-06-19,page.tsx add,2026-06-19,2026-06-21,5,,Transcriere Certificat de Căsătorie din Străinătate: Ghid Complet | eGhiseul.ro
/transcriere-certificat-de-nastere,article/guide,true,1283,1628,77,174,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Article|WebPage|FAQPage|Question|Answer,2026-06-22,page.tsx add,2026-06-22,2026-08-07,2,,Transcriere Certificat de Naștere din Străinătate: Ghid Complet | eGhiseul.ro
/tva-9-locuinte-31-iulie-2026,article/guide,true,2231,2576,73,293,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Article|WebPage|FAQPage|Question|Answer,2026-07-20,page.tsx add,2026-07-20,2026-07-29,4,,TVA 9% Locuințe — Prelungire 30 Septembrie 2026 (vot Senat) | eGhiseul.ro
/valabilitate-certificat-de-celibat,article/guide,true,1657,2002,94,173,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Article|WebPage|FAQPage|Question|Answer,2026-06-22,page.tsx add,2026-06-22,2026-06-22,2,,"Valabilitate Certificat de Celibat: 6 Luni în România, 90 de Zile în Străinătate | eGhiseul.ro"
/valabilitate-extras-de-carte-funciara,article/guide,true,781,1126,69,176,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Article|WebPage|FAQPage|Question|Answer,2026-06-16,page.tsx add,2024-01-01,2026-06-23,4,,Valabilitate Extras de Carte Funciară: Cât Este Valabil | eGhiseul.ro
/verificare-cazier-fiscal,article/guide,true,1902,2247,74,261,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Article|WebPage|FAQPage|Question|Answer,2026-08-07,page.tsx add,2026-08-07,2026-08-07,2,,Verificare cazier fiscal: ce ai înscris și cât mai e valabil | eGhiseul.ro
/verificare-proprietar-imobil,article/guide,true,1383,1728,75,206,Organization|PostalAddress|ContactPoint|WebSite|BreadcrumbList|ListItem|Article|WebPage|FAQPage|Question|Answer,2026-07-17,page.tsx add,2026-07-17,2026-08-28,2,,Cum afli cine e proprietarul unui imobil (după adresă sau CF) | eGhiseul.ro
